"Lead Shipment Number","Tracking Number","Account Number","Invoice Number","Invoice Date","Current Carrier Name","Current Normalized Service","Current Carrier Service","Proposed Carrier Name","Proposed Normalized Service","Ship Date",Zone,"Weight UOM","Actual Weight","Original Billed weight","Proposed Billed Weight","DIM UOM",Length,Width,Height,Volume,"Dim Factor","Container Type","From City","From State","From Zip","From Country","To City","To State","To Zip","To Country","Current Published Rate","Current Discount Percent","Current Discount ($)","Proposed Published Rate","Proposed Discount Percent","Proposed Discount ($)","Current Net Freight","Proposed Net Freight","Current Fuel Net Charge","Proposed Fuel Surcharge (%)","Proposed Fuel Amount","Proposed Fuel Discount Percent","Proposed Fuel Discount Amount","Proposed Fuel Net Charge","Fuel Difference($)","Current Other Net Accessorial","Proposed Other Net Accessorial","Accessorial Difference($)","Current Total Cost","Proposed Total Cost",Diff($)
,1Z11WF630302830914,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL COLLECT",FedEx,"Ground Comm(D)",2024-02-27,4,lb,39.00,39.00,39.00,in,20.00,12.00,12.00,"2,880.00",166.00,PKG,RENO,NV,"89506 8930",US,LINDON,UT,84042,US,33.42,38.48,12.86,33.60,58.00,19.49,20.56,14.11,3.29,16.00,2.26,0.00,0.00,2.26,1.03,0,0,0,23.85,16.37,7.48
,1Z1E29E60395161895,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-01-25,8,lb,2.00,7.00,6.00,in,13.00,11.00,6.00,858.00,166.00,PKG,"GLEN BURNIE",MD,21061,US,LINDON,UT,84042,US,20.27,30.54,6.19,19.54,50.00,9.77,14.08,10.00,2.18,15.25,1.53,0.00,0.00,1.53,0.65,0.81,0.00,0.81,17.07,11.53,5.54
,1Z249V6A0313444462,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-02-01,5,lb,1.00,12.00,10.00,in,19.00,9.00,9.00,"1,539.00",166.00,PKG,CATOOSA,OK,74015,US,LINDON,UT,84042,US,18.55,32.45,6.02,18.55,50.00,9.28,12.53,10.00,1.91,15.25,1.53,0.00,0.00,1.53,0.38,0,0,0,14.44,11.53,2.91
,1Z2A921X0345755615,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,14.00,18.00,15.00,in,30.00,9.00,9.00,"2,430.00",166.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,26.42,33.50,8.85,23.40,54.00,12.64,17.57,10.76,2.81,16.00,1.72,0.00,0.00,1.72,1.09,16.24,7.25,8.99,36.62,19.73,16.89
,1Z2A921X0346125802,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,13.00,15.00,13.00,in,41.00,7.00,7.00,"2,009.00",166.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,23.33,33.48,7.81,20.95,54.00,11.31,15.52,10.00,2.48,16.00,1.60,0.00,0.00,1.6,0.88,13.08,5.8,7.28,31.08,17.40,13.68
,1Z2A921X0346182778,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,38.00,38.00,38.00,in,0.00,0.00,0.00,0.00,166.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,47.68,38.51,18.36,47.68,58.00,27.65,29.32,20.03,4.69,16.00,3.20,0.00,0.00,3.2,1.49,77.83,36.25,41.58,111.84,59.48,52.36
,1Z2A921X0347395386,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,34.00,36.00,34.00,in,61.00,9.00,9.00,"4,941.00",166.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,46.42,38.50,17.87,43.80,58.00,25.40,28.55,18.40,9.65,16.00,6.74,0.00,0.00,6.74,2.91,58.09,34.63,23.46,96.29,59.77,36.52
,1Z2A921X0347464391,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-02-22,6,lb,34.00,34.00,34.00,in,61.00,9.00,8.00,"4,392.00",166.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,43.80,38.49,16.86,43.80,58.00,25.40,26.94,18.40,9.39,16.00,2.94,0.00,0.00,2.94,6.45,57.99,34.63,23.36,62.57,32.22,30.35
,1Z2A921X0347478859,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-23,6,lb,40.00,40.00,40.00,in,22.00,13.00,13.00,"3,718.00",166.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,49.92,38.50,19.22,49.92,58.00,28.95,30.70,20.97,4.91,16.00,3.36,0.00,0.00,3.36,1.55,62.68,29,33.68,98.29,53.33,44.96
,1Z2A921X0347990661,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-23,6,lb,13.00,15.00,13.00,in,41.00,7.00,7.00,"2,009.00",166.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,23.33,33.48,7.81,20.95,54.00,11.31,15.52,10.00,2.48,16.00,1.60,0.00,0.00,1.6,0.88,13.08,5.8,7.28,31.08,17.40,13.68
,1Z2R0E660349019154,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-03-22,3,lb,11.00,11.00,11.00,in,12.00,11.00,6.00,792.00,166.00,PKG,WATONGA,OK,"73772 4230",US,CANADIAN,TX,79014,US,15.64,31.59,4.94,15.70,54.00,8.48,10.70,10.00,3.91,15.75,3.80,0.00,0.00,3.8,0.11,15.59,14.15,1.44,30.20,27.95,2.25
,1Z2R0E660350447386,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-06,3,lb,4.00,6.00,5.00,in,12.00,11.00,6.00,792.00,166.00,PKG,WATONGA,OK,"73772 4230",US,CANADIAN,TX,79014,US,14.13,24.27,3.43,13.95,50.00,6.98,10.70,10.00,3.85,15.25,3.68,0.00,0.00,3.68,0.17,15.59,14.15,1.44,30.14,27.83,2.31
,1Z2R0E660351731174,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-03-22,5,lb,11.00,20.00,17.00,in,16.00,13.00,13.00,"2,704.00",166.00,PKG,WATONGA,OK,"73772 4230",US,LINDON,UT,84042,US,24.06,34.79,8.37,21.39,54.00,11.55,15.69,10.00,2.47,15.75,1.58,0.00,0.00,1.58,0.89,0.91,0.00,0.91,19.07,11.58,7.49
,1Z2X40100398637647,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Resi(D)","GROUND RESIDENTIAL COLLECT",FedEx,Home(D),2024-01-26,5,lb,27.00,53.00,44.00,in,26.00,20.00,14.00,"7,280.00",166.00,PKG,TOMBALL,TX,77375,US,HUDSON,CO,80642,US,47.70,33.40,15.93,44.64,58.00,25.89,31.77,18.75,6.99,15.25,4.46,0.00,0.00,4.46,2.53,13.35,10.48,2.87,52.11,33.69,18.42
,1Z38E69R0314297746,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-01-31,5,lb,28.00,39.00,33.00,in,25.00,24.00,9.00,"5,400.00",166.00,PKG,WILLISTON,ND,58801,US,LINDON,UT,84042,US,34.27,28.33,9.71,34.27,58.00,19.88,24.56,14.39,3.74,15.25,2.19,0.00,0.00,2.19,1.55,0,0,0,28.30,16.58,11.72
,1Z3X914A0158293922,00003X914A,0000003X914A114,2024-03-16,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2024-03-11,107,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,166.00,PKG,,,,,WHEELING,WV,26003,US,106.00,44.00,46.64,104.91,70.00,73.44,59.36,31.47,10.98,16.75,5.79,0.00,0.00,5.79,5.19,6.20,3.08,3.12,76.54,40.34,36.20
,1Z3X914A0159170991,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-02-08,108,lb,13.00,15.00,13.00,in,21.00,12.00,8.00,"2,016.00",166.00,PKG,,UT,,,MIAMI,FL,33122,US,233.81,42.68,99.78,233.81,70.00,163.67,134.03,70.14,22.79,17.00,11.92,0.00,0.00,11.92,10.87,0,0,0,156.82,82.06,74.76
,1Z3X914A0159569178,00003X914A,0000003X914A154,2024-04-13,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-04-09,106,lb,20.00,21.00,20.00,in,24.00,12.00,10.00,"2,880.00",166.00,PKG,LINDON,UT,840421677,US,BOERNE,TX,78006,US,237.96,40.32,95.94,237.96,70.00,166.57,142.02,71.39,24.08,16.50,12.43,0.00,0.00,12.43,11.65,7.8,7.8,0,170.05,87.77,82.28
,1Z3X914A0190228549,00003X914A,0000003X914A134,2024-03-30,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-26,104,lb,4.00,6.00,5.00,in,12.00,11.00,6.00,792.00,166.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,119.59,49.50,59.20,105.27,70.00,73.69,60.39,31.58,10.27,17.00,5.37,0.00,0.00,5.37,4.9,0,0,0,70.66,36.95,33.71
,1Z3X914A0190282221,00003X914A,0000003X914A104,2024-03-09,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-03-07,105,lb,28.00,48.00,40.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,VICTORIA,UT,77901,US,LOUISVILLE,KY,40241,US,375.15,34.90,130.92,375.15,70.00,262.61,244.23,112.55,41.52,17.00,19.13,0.00,0.00,19.13,22.39,0,0,0,285.75,131.68,154.07
,1Z3X914A0190686509,00003X914A,0000003X914A144,2024-04-06,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-04-03,106,lb,3.00,9.00,8.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,GARY,IN,46404,US,154.63,49.50,76.54,152.39,70.00,106.67,78.09,45.72,13.28,17.00,7.77,0.00,0.00,7.77,5.51,0,0,0,91.37,53.49,37.88
,1Z3X914A0190724584,00003X914A,0000003X914A084,2024-02-24,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-21,106,lb,82.00,115.00,96.00,in,54.00,21.00,14.00,"15,876.00",166.00,PKG,LINDON,UT,84042,US,KENEDY,TX,78119,US,794.73,31.17,247.69,794.73,70.00,556.31,547.04,238.42,104.46,17.50,50.24,0.00,0.00,50.24,54.22,49.9,48.68,1.22,701.40,337.34,364.06
,1Z3X914A0191356980,00003X914A,0000003X914A094,2024-03-02,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-26,104,lb,14.00,23.00,19.00,in,24.00,13.00,10.00,"3,120.00",166.00,PKG,VICTORIA,TX,77901,US,ODESSA,TX,79765,US,208.33,34.90,72.71,208.33,70.00,145.83,135.62,62.50,23.73,17.50,10.94,0.00,0.00,10.94,12.79,0,0,0,159.35,73.44,85.91
,1Z3X914A0191380739,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,27.00,28.00,in,15.00,13.00,12.00,"2,340.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,45.20,126.96,280.90,70.00,196.63,153.94,84.27,26.17,17.00,14.33,0.00,0.00,14.33,11.84,0,0,0,180.11,98.60,81.51
,1Z3X914A0191666145,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,26.00,28.00,in,15.00,13.00,12.00,"2,340.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,46.42,130.39,280.90,70.00,196.63,150.51,84.27,25.59,17.00,14.33,0.00,0.00,14.33,11.26,0,0,0,176.10,98.60,77.50
,1Z3X914A0191748333,00003X914A,0000003X914A054,2024-02-03,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2024-01-30,105,lb,18.00,18.00,18.00,in,49.00,6.00,6.00,"1,764.00",166.00,PKG,LINDON,UT,84042,US,WEATHERFORD,TX,76087,US,233.99,44.00,102.96,232.34,70.00,162.64,131.03,69.70,29.27,16.75,13.17,0.00,0.00,13.17,16.1,43.8,40.68,3.12,172.35,91.80,80.55
,1Z3X914A0192245517,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,106,lb,2.00,2.00,2.00,in,7.00,6.00,5.00,210.00,166.00,PKG,LINDON,UT,84042,US,"BATTLE CREEK",MI,49015,US,94.14,44.00,41.42,93.18,70.00,65.23,52.72,27.95,8.96,17.00,4.75,0.00,0.00,4.75,4.21,0,0,0,61.68,32.70,28.98
,1Z3X914A0192347701,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2024-02-06,107,lb,2.00,4.00,3.00,in,10.00,7.00,6.00,420.00,166.00,PKG,LINDON,UT,84042,US,MILLERSBURG,OH,44654,US,122.10,38.55,47.07,122.10,70.00,85.47,75.03,36.63,14.81,17.00,7.75,0.00,0.00,7.75,7.06,12.05,8.93,3.12,101.89,53.31,48.58
,1Z3X914A0192351992,00003X914A,0000003X914A084,2024-02-24,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-21,106,lb,86.00,129.00,108.00,in,54.00,22.00,15.00,"17,820.00",166.00,PKG,LINDON,UT,84042,US,KENEDY,TX,78119,US,908.28,32.44,294.64,908.28,70.00,635.80,613.64,272.48,116.12,17.50,56.20,0.00,0.00,56.2,59.92,49.9,48.68,1.22,779.66,377.36,402.30
,1Z3X914A0192508340,00003X914A,0000003X914A124,2024-03-23,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-20,105,lb,4.00,8.00,6.00,in,61.00,4.00,4.00,976.00,166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,147.13,49.50,72.83,133.63,70.00,93.54,74.30,40.09,18.42,16.75,12.69,0.00,0.00,12.69,5.73,35.7,35.7,0,128.42,88.48,39.94
,1Z3X914A0192595676,00003X914A,0000003X914A523,2023-12-30,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2023-12-27,105,lb,24.00,29.00,24.00,in,25.00,13.00,12.00,"3,900.00",166.00,PKG,LINDON,UT,84042,US,WATONGA,OK,73772,US,255.09,33.23,84.77,255.09,70.00,178.56,170.32,76.53,28.09,15.25,13.29,0.00,0.00,13.29,14.8,13.9,10.6,3.3,212.31,100.42,111.89
,1Z3X914A0192920359,00003X914A,0000003X914A054,2024-02-03,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-31,103,lb,10.00,21.00,18.00,in,24.00,12.00,10.00,"2,880.00",166.00,PKG,LINDON,UT,84042,US,DOUGLAS,WY,82633,US,114.38,40.45,46.27,114.38,70.00,80.07,68.11,34.31,12.23,16.75,6.36,0.00,0.00,6.36,5.87,4.90,3.68,1.22,85.24,44.35,40.89
,1Z3X914A0193128526,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,27.00,28.00,in,15.00,13.00,12.00,"2,340.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,45.20,126.96,280.90,70.00,196.63,153.94,84.27,26.17,17.00,14.33,0.00,0.00,14.33,11.84,0,0,0,180.11,98.60,81.51
,1Z3X914A0193231959,00003X914A,0000003X914A044,2024-01-27,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-19,105,lb,8.00,7.00,8.00,in,10.00,7.00,5.00,350.00,166.00,PKG,LINDON,UT,84042,US,SEMINOLE,TX,79360,US,145.65,45.54,66.33,145.65,70.00,101.96,79.32,43.70,13.47,16.00,7.58,0.00,0.00,7.58,5.89,4.90,3.68,1.22,97.69,54.96,42.73
,1Z3X914A0193707016,00003X914A,0000003X914A104,2024-03-09,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-01,106,lb,5.00,10.00,9.00,in,19.00,9.00,8.00,"1,368.00",166.00,PKG,LINDON,UT,84042,US,SHREVEPORT,LA,71129,US,153.08,42.64,65.28,153.08,70.00,107.16,87.80,45.92,15.37,17.50,8.04,0.00,0.00,8.04,7.33,0,0,0,103.17,53.96,49.21
,1Z3X914A0193817666,00003X914A,0000003X914A094,2024-03-02,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-23,105,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79765,US,113.24,42.92,48.60,113.24,70.00,79.27,64.64,33.97,11.31,17.50,5.94,0.00,0.00,5.94,5.37,0,0,0,75.95,39.91,36.04
,1Z3X914A0194144122,00003X914A,0000003X914A054,2024-02-03,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-30,105,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79707,US,113.24,42.92,48.60,113.24,70.00,79.27,64.64,33.97,10.82,16.75,5.69,0.00,0.00,5.69,5.13,0,0,0,75.46,39.66,35.80
,1Z3X914A0194170022,00003X914A,0000003X914A104,2024-03-09,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-01,104,lb,1.00,4.00,3.00,in,10.00,7.00,6.00,420.00,166.00,PKG,LINDON,UT,84042,US,"SAN FRANCISCO",CA,94124,US,92.17,36.71,33.84,92.17,70.00,64.52,58.33,27.65,10.21,17.50,4.84,0.00,0.00,4.84,5.37,0,0,0,68.54,32.49,36.05
,1Z3X914A0194331189,00003X914A,0000003X914A044,2024-01-27,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-01-25,102,lb,9.00,22.00,19.00,in,25.00,12.00,10.00,"3,000.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,81.09,38.04,30.85,81.09,70.00,56.76,50.24,26.21,8.82,16.75,5.01,0.00,0.00,5.01,3.81,4.90,3.68,1.22,63.96,34.90,29.06
,1Z3X914A0194528753,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,27.00,28.00,in,15.00,13.00,12.00,"2,340.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,45.20,126.96,280.90,70.00,196.63,153.94,84.27,26.17,17.00,14.33,0.00,0.00,14.33,11.84,0,0,0,180.11,98.60,81.51
,1Z3X914A0194790111,00003X914A,0000003X914A084,2024-02-24,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-16,107,lb,40.00,61.00,51.00,in,25.00,24.00,14.00,"8,400.00",166.00,PKG,LINDON,UT,84042,US,RIVERVIEW,MI,48193,US,522.59,32.85,171.69,522.59,70.00,365.81,350.90,156.78,60.53,17.25,27.04,0.00,0.00,27.04,33.49,0,0,0,411.43,183.82,227.61
,1Z3X914A0195089306,00003X914A,0000003X914A134,2024-03-30,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-25,106,lb,28.00,28.00,28.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,DAYTON,TX,77535,US,315.61,49.50,156.23,312.83,70.00,218.98,159.38,93.85,27.77,17.00,16.63,0.00,0.00,16.63,11.14,3.95,3.95,0,191.10,114.43,76.67
,1Z3X914A0195174606,00003X914A,0000003X914A044,2024-01-27,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-24,106,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,HOUSTON,TX,77032,US,119.65,44.00,52.65,117.36,70.00,82.15,67.00,35.21,10.72,16.75,5.90,0.00,0.00,5.9,4.82,0,0,0,77.72,41.11,36.61
