"Tracking Number","Invoice Number","Normalized Charge Code Name","Carrier Charge Code Name","Current Published Rate","Current Net Amount","Proposed Published Rate","Proposed Discount Percentage","Proposed Discount Amount","Proposed Net Amount","Difference ($)"
1Z97065R0353017453,00000097065R083,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z97065R0353017453,00000097065R083,"Fuel Surcharge","Fuel Surcharge",3.33,2.14,1.84,0.00,0.00,1.84,0.3
1Z10710F0354387903,00000010710F093,Handling,"ADDL. HANDLING WEIGHT",29.00,20.30,14.50,50.00,0.03,14.47,5.83
1Z10710F0354387903,00000010710F093,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0354387903,00000010710F093,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z10710F0354387903,00000010710F093,"Fuel Surcharge","Fuel Surcharge",8.92,5.77,4.27,0.00,0.00,4.27,1.5
1Z3209700361334314,000000320970093,"Fuel Surcharge","Fuel Surcharge",3.66,2.09,1.43,0.00,0.00,1.43,0.66
1Z97065R0353576135,00000097065R093,"Fuel Surcharge","Fuel Surcharge",2.23,1.47,1.43,0.00,0.00,1.43,0.04
1Z3657440346810422,000000365744103,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440346810422,000000365744103,"Fuel Surcharge","Fuel Surcharge",3.10,1.75,1.72,0.00,0.00,1.72,0.03
1Z3209700361305373,000000320970113,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3209700361305373,000000320970113,"Fuel Surcharge","Fuel Surcharge",3.04,1.72,1.70,0.00,0.00,1.7,0.02
1Z884W770368844292,000000884W77113,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z884W770368844292,000000884W77113,"Fuel Surcharge","Fuel Surcharge",2.37,1.64,1.70,0.00,0.00,1.7,-0.06
1Z97065R0353666994,00000097065R113,"Fuel Surcharge","Fuel Surcharge",2.30,1.37,1.41,0.00,0.00,1.41,-0.04
1Z3404530365597535,000000340453123,"Fuel Surcharge","Fuel Surcharge",2.03,1.37,1.39,0.00,0.00,1.39,-0.02
1Z5X44100366743448,0000005X4410123,"Declared Value","Declared Value",5.20,2.22,2.60,50.00,0.19,2.41,-0.19
1Z5X44100366743448,0000005X4410123,"Fuel Surcharge","Fuel Surcharge",2.14,1.41,1.39,0.00,0.00,1.39,0.02
1Z3657440346429210,000000365744133,"Fuel Surcharge","Fuel Surcharge",2.45,1.42,1.39,0.00,0.00,1.39,0.03
1Z09W2160364161070,00000009W216153,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z09W2160364161070,00000009W216153,"Fuel Surcharge","Fuel Surcharge",2.51,1.62,1.64,0.00,0.00,1.64,-0.02
1Z2249770362221106,000000224977153,"Fuel Surcharge","Fuel Surcharge",1.88,1.34,1.37,0.00,0.00,1.37,-0.03
1Z3472040374464134,000000347204153,"Fuel Surcharge","Fuel Surcharge",1.78,1.34,1.37,0.00,0.00,1.37,-0.03
1Z3657440346140807,000000365744153,"Fuel Surcharge","Fuel Surcharge",2.45,1.42,1.37,0.00,0.00,1.37,0.05
1Z2249770362692554,000000224977163,"Fuel Surcharge","Fuel Surcharge",1.61,1.34,1.37,0.00,0.00,1.37,-0.03
1Z3657440347941655,000000365744163,"Fuel Surcharge","Fuel Surcharge",2.45,1.42,1.37,0.00,0.00,1.37,0.05
1Z2249770363731401,000000224977173,"Fuel Surcharge","Fuel Surcharge",1.49,1.34,1.37,0.00,0.00,1.37,-0.03
1Z3657440348288084,000000365744173,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440348288084,000000365744173,"Fuel Surcharge","Fuel Surcharge",2.99,1.69,1.64,0.00,0.00,1.64,0.05
1Z10710F0354553518,00000010710F183,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0354553518,00000010710F183,"Fuel Surcharge","Fuel Surcharge",1.85,1.32,1.34,0.00,0.00,1.34,-0.02
1Z3657440346212319,000000365744183,"Fuel Surcharge","Fuel Surcharge",3.73,2.01,1.34,0.00,0.00,1.34,0.67
1ZA421R90364365849,000000A421R9013,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1ZA421R90364365849,000000A421R9013,"Fuel Surcharge","Fuel Surcharge",2.61,1.70,1.75,0.00,0.00,1.75,-0.05
1Z10710F0352743656,00000010710F013,"Declared Value","Declared Value",5.20,2.22,2.60,50.00,0.19,2.41,-0.19
1Z10710F0352743656,00000010710F013,"Fuel Surcharge","Fuel Surcharge",2.07,1.41,1.46,0.00,0.00,1.46,-0.05
1Z3657440348620106,000000365744043,"Fuel Surcharge","Fuel Surcharge",2.78,1.61,1.46,0.00,0.00,1.46,0.15
1Z3657440348840575,000000365744053,"Fuel Surcharge","Fuel Surcharge",4.81,2.60,1.65,0.00,0.00,1.65,0.95
1Z3734700346758973,000000365744063,"Fuel Surcharge","Fuel Surcharge",1.90,1.43,1.48,0.00,0.00,1.48,-0.05
1Z9143390191220518,0000006954AF073,Administration,"THIRD PARTY BILLING SERVICE",13.23,3.87,0.00,100.00,0,0,3.87
1Z9143390191220518,0000006954AF073,"Fuel Surcharge","Fuel Surcharge",40.84,15.93,10.11,0.00,0.00,10.11,5.82
1Z3657440347635807,000000365744103,"Fuel Surcharge","Fuel Surcharge",2.49,1.44,1.41,0.00,0.00,1.41,0.03
1Z97065R0352270092,00000097065R103,"Fuel Surcharge","Fuel Surcharge",1.83,1.39,1.43,0.00,0.00,1.43,-0.04
1ZAW51910349215309,000000365744163,"Fuel Surcharge","Fuel Surcharge",2.24,1.48,1.37,0.00,0.00,1.37,0.11
1Z3209700360767377,000000320970183,"Fuel Surcharge","Fuel Surcharge",2.42,1.40,1.37,0.00,0.00,1.37,0.03
1Z884W770367739890,000000884W77013,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z884W770367739890,000000884W77013,"Fuel Surcharge","Fuel Surcharge",3.80,2.03,1.75,0.00,0.00,1.75,0.28
1Z97065R0354665519,00000097065R013,Handling,"ADDL. HANDLING LONGEST SIDE",18.50,12.95,9.25,50.00,0.05,9.2,3.75
1Z97065R0354665519,00000097065R013,"Peak Surcharge","PEAK/DEMAND SURCHARGE-ADDL HANDLING",6.50,6.50,6.50,50.00,0.08,6.42,0.08
1Z97065R0354665519,00000097065R013,"Fuel Surcharge","Fuel Surcharge",7.71,5.09,3.98,0.00,0.00,3.98,1.11
1Z10710F0353985983,00000010710F023,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z10710F0353985983,00000010710F023,"Fuel Surcharge","Fuel Surcharge",3.37,2.16,1.90,0.00,0.00,1.9,0.26
1Z3209700361553300,000000320970023,"Fuel Surcharge","Fuel Surcharge",2.42,1.43,1.48,0.00,0.00,1.48,-0.05
1Z3657440346576383,000000365744023,"Fuel Surcharge","Fuel Surcharge",2.61,1.51,1.48,0.00,0.00,1.48,0.03
1Z3404410370664199,000000340441043,"Fuel Surcharge","Fuel Surcharge",2.97,1.72,1.46,0.00,0.00,1.46,0.26
1Z10710F0354068570,00000010710F053,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z10710F0354068570,00000010710F053,"Delivery Area Surcharge","Remote Area Surcharge",13.05,6.52,6.52,0.00,0.00,6.52,0
1Z10710F0354068570,00000010710F053,"Fuel Surcharge","Fuel Surcharge",4.95,2.97,2.96,0.00,0.00,2.96,0.01
1Z884W770366216607,000000884W77053,"Fuel Surcharge","Fuel Surcharge",2.03,1.41,1.46,0.00,0.00,1.46,-0.05
1Z10710F0353897533,00000010710F063,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0353897533,00000010710F063,"Fuel Surcharge","Fuel Surcharge",2.61,1.51,1.48,0.00,0.00,1.48,0.03
1Z1789X70377109316,0000001789X7063,"Fuel Surcharge","Fuel Surcharge",1.89,1.44,1.48,0.00,0.00,1.48,-0.04
1Z3657440348630097,000000365744063,"Fuel Surcharge","Fuel Surcharge",3.45,1.97,1.48,0.00,0.00,1.48,0.49
1Z3657440346208011,000000365744083,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.50,2.25,2.25,50.00,0.22,2.03,0.22
1Z3657440346208011,000000365744083,"Fuel Surcharge","Fuel Surcharge",3.22,1.81,1.79,0.00,0.00,1.79,0.02
1Z10710F0352280763,00000010710F093,Handling,"ADDL. HANDLING WEIGHT",29.00,20.30,14.50,50.00,0.03,14.47,5.83
1Z10710F0352280763,00000010710F093,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z10710F0352280763,00000010710F093,"Fuel Surcharge","Fuel Surcharge",8.81,5.71,4.27,0.00,0.00,4.27,1.44
1ZE633380301480104,000000365744093,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1ZE633380301480104,000000365744093,"Fuel Surcharge","Fuel Surcharge",6.83,3.69,2.34,0.00,0.00,2.34,1.35
1Z97065R0354290736,00000097065R093,"Fuel Surcharge","Fuel Surcharge",1.83,1.39,1.43,0.00,0.00,1.43,-0.04
1Z97065R0353838601,00000097065R103,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z97065R0353838601,00000097065R103,"Delivery Area Surcharge","Delivery Area Surcharge",5.30,2.65,2.65,50.00,0.19,2.46,0.19
1Z97065R0353838601,00000097065R103,Handling,"ADDL. HANDLING LONGEST SIDE",18.50,12.95,9.25,50.00,0.05,9.2,3.75
1Z97065R0353838601,00000097065R103,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z97065R0353838601,00000097065R103,"Fuel Surcharge","Fuel Surcharge",8.34,5.47,4.20,0.00,0.00,4.2,1.27
1Z10710F0352173290,00000010710F113,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0352173290,00000010710F113,"Fuel Surcharge","Fuel Surcharge",1.64,1.37,1.41,0.00,0.00,1.41,-0.04
1Z3657440346511675,000000365744113,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440346511675,000000365744113,"Fuel Surcharge","Fuel Surcharge",3.05,1.72,1.70,0.00,0.00,1.7,0.02
1ZE686580398695887,00000010710F123,"Fuel Surcharge","Fuel Surcharge",2.76,1.82,1.41,0.00,0.00,1.41,0.41
1Z3404530366189742,000000340453123,"Fuel Surcharge","Fuel Surcharge",2.12,1.36,1.39,0.00,0.00,1.39,-0.03
1Z10710F0352038178,00000010710F133,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.50,2.25,2.25,50.00,0.22,2.03,0.22
1Z10710F0352038178,00000010710F133,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0352038178,00000010710F133,"Fuel Surcharge","Fuel Surcharge",2.72,1.70,1.73,0.00,0.00,1.73,-0.03
1Z10710F0354217962,00000010710F133,"Declared Value","Declared Value",5.20,2.22,2.60,50.00,0.19,2.41,-0.19
1Z10710F0354217962,00000010710F133,"Fuel Surcharge","Fuel Surcharge",2.12,1.34,1.39,0.00,0.00,1.39,-0.05
1Z3657440348869116,000000365744133,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.50,2.25,2.25,50.00,0.22,2.03,0.22
1Z3657440348869116,000000365744133,"Fuel Surcharge","Fuel Surcharge",3.17,1.78,1.73,0.00,0.00,1.73,0.05
1Z3657440347054426,000000365744133,"Fuel Surcharge","Fuel Surcharge",2.45,1.42,1.39,0.00,0.00,1.39,0.03
1Z10710F0353199145,00000010710F143,"Declared Value","Declared Value",3.90,0.74,1.95,50.00,0.26,1.69,-0.95
1Z10710F0353199145,00000010710F143,"Fuel Surcharge","Fuel Surcharge",2.37,1.37,1.39,0.00,0.00,1.39,-0.02
1Z10710F0352056381,00000010710F143,"Declared Value","Declared Value",6.50,2.96,3.25,50.00,0.15,3.1,-0.14
1Z10710F0352056381,00000010710F143,"Fuel Surcharge","Fuel Surcharge",2.12,1.34,1.37,0.00,0.00,1.37,-0.03
1Z3657440346964267,000000365744143,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440346964267,000000365744143,"Fuel Surcharge","Fuel Surcharge",2.99,1.69,1.67,0.00,0.00,1.67,0.02
1Z2249770364306815,000000224977153,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z2249770364306815,000000224977153,"Fuel Surcharge","Fuel Surcharge",2.64,1.80,1.75,0.00,0.00,1.75,0.05
1Z3472040375343745,000000347204153,"Fuel Surcharge","Fuel Surcharge",3.32,1.79,1.37,0.00,0.00,1.37,0.42
1Z3657440346191217,000000365744153,"Fuel Surcharge","Fuel Surcharge",2.45,1.42,1.37,0.00,0.00,1.37,0.05
1ZT638T00348445773,000000884W77153,Administration,"THIRD PARTY BILLING SERVICE",0.91,0.43,0.00,100.00,0,0,0.43
1ZT638T00348445773,000000884W77153,"Fuel Surcharge","Fuel Surcharge",2.35,1.48,1.37,0.00,0.00,1.37,0.11
1Z2249770362246161,000000224977163,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z2249770362246161,000000224977163,"Fuel Surcharge","Fuel Surcharge",2.81,1.62,1.64,0.00,0.00,1.64,-0.02
1Z3209700360404035,000000320970163,Handling,"ADDL. HANDLING LONGEST SIDE",20.50,14.35,10.25,50.00,0.05,10.2,4.15
1Z3209700360404035,000000320970163,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z3209700360404035,000000320970163,"Fuel Surcharge","Fuel Surcharge",6.34,4.23,3.43,0.00,0.00,3.43,0.8
1Z3657440346930061,000000365744163,"Fuel Surcharge","Fuel Surcharge",2.45,1.42,1.37,0.00,0.00,1.37,0.05
1Z2249770362616010,000000224977173,Handling,"ADDL. HANDLING WEIGHT",31.50,22.05,15.75,50.00,0.03,15.72,6.33
1Z2249770362616010,000000224977173,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z2249770362616010,000000224977173,"Fuel Surcharge","Fuel Surcharge",12.16,7.55,5.24,0.00,0.00,5.24,2.31
1Z3404410368519494,000000340441173,"Fuel Surcharge","Fuel Surcharge",4.72,2.55,1.59,0.00,0.00,1.59,0.96
1Z3472040375065804,000000347204183,"Fuel Surcharge","Fuel Surcharge",2.45,1.54,1.34,0.00,0.00,1.34,0.2
1Z3657440347305520,000000365744183,"Fuel Surcharge","Fuel Surcharge",3.73,2.01,1.34,0.00,0.00,1.34,0.67
1Z10710F0353955318,00000010710F023,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z10710F0353955318,00000010710F023,"Declared Value","Declared Value",14.30,7.40,7.15,50.00,0.07,7.08,0.32
1Z10710F0353955318,00000010710F023,"Fuel Surcharge","Fuel Surcharge",3.70,2.07,1.75,0.00,0.00,1.75,0.32
1Z10710F0352322342,00000010710F033,"Declared Value","Declared Value",11.70,5.92,5.85,50.00,0.09,5.76,0.16
1Z10710F0352322342,00000010710F033,"Fuel Surcharge","Fuel Surcharge",3.24,1.88,1.48,0.00,0.00,1.48,0.4
1Z97065R0353283746,00000097065R033,Handling,"ADDL. HANDLING LONGEST SIDE",18.50,12.95,9.25,50.00,0.05,9.2,3.75
1Z97065R0353283746,00000097065R033,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z97065R0353283746,00000097065R033,"Fuel Surcharge","Fuel Surcharge",6.09,4.08,3.55,0.00,0.00,3.55,0.53
1Z10710F0352779305,00000010710F043,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0352779305,00000010710F043,"Fuel Surcharge","Fuel Surcharge",2.21,1.46,1.46,0.00,0.00,1.46,0
1Z3657440346474519,000000365744043,"Fuel Surcharge","Fuel Surcharge",2.78,1.61,1.46,0.00,0.00,1.46,0.15
1Z97065R0352008438,00000097065R043,"Fuel Surcharge","Fuel Surcharge",2.04,1.41,1.46,0.00,0.00,1.46,-0.05
1Z3657440347112523,000000365744053,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440347112523,000000365744053,"Fuel Surcharge","Fuel Surcharge",3.20,1.81,1.78,0.00,0.00,1.78,0.03
1Z3334720346120806,000000333472063,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z3334720346120806,000000333472063,Handling,"ADDL. HANDLING WEIGHT",31.50,22.05,15.75,50.00,0.03,15.72,6.33
1Z3334720346120806,000000333472063,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z3334720346120806,000000333472063,"Fuel Surcharge","Fuel Surcharge",18.70,12.34,7.76,0.00,0.00,7.76,4.58
1Z97065R0352261771,00000097065R063,"Fuel Surcharge","Fuel Surcharge",2.16,1.44,1.48,0.00,0.00,1.48,-0.04
1Z10710F0353385461,00000010710F073,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.50,2.25,2.25,50.00,0.22,2.03,0.22
1Z10710F0353385461,00000010710F073,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0353385461,00000010710F073,"Fuel Surcharge","Fuel Surcharge",2.51,1.76,1.82,0.00,0.00,1.82,-0.06
1Z3209700360053423,000000320970073,"Fuel Surcharge","Fuel Surcharge",3.14,1.98,1.46,0.00,0.00,1.46,0.52
1Z3657440348613463,000000365744073,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.50,2.25,2.25,50.00,0.22,2.03,0.22
1Z3657440348613463,000000365744073,"Fuel Surcharge","Fuel Surcharge",5.45,2.92,1.99,0.00,0.00,1.99,0.93
1Z3209700360680488,000000320970083,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3209700360680488,000000320970083,"Fuel Surcharge","Fuel Surcharge",4.74,2.54,1.75,0.00,0.00,1.75,0.79
1ZA421R90363526006,000000A421R9093,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1ZA421R90363526006,000000A421R9093,Handling,"ADDL. HANDLING WEIGHT",29.00,20.30,14.50,50.00,0.03,14.47,5.83
1ZA421R90363526006,000000A421R9093,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1ZA421R90363526006,000000A421R9093,"Fuel Surcharge","Fuel Surcharge",10.46,6.58,4.81,0.00,0.00,4.81,1.77
1Z3209700362018922,000000320970093,"Fuel Surcharge","Fuel Surcharge",3.66,2.09,1.43,0.00,0.00,1.43,0.66
1Z97065R0352569341,00000097065R093,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z97065R0352569341,00000097065R093,"Fuel Surcharge","Fuel Surcharge",2.59,1.67,1.72,0.00,0.00,1.72,-0.05
1Z10710F0354418361,00000010710F103,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z10710F0354418361,00000010710F103,Handling,"ADDL. HANDLING LONGEST SIDE",18.50,12.95,9.25,50.00,0.05,9.2,3.75
1Z10710F0354418361,00000010710F103,"Declared Value","Declared Value",3.90,0.74,1.95,50.00,0.26,1.69,-0.95
1Z10710F0354418361,00000010710F103,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z10710F0354418361,00000010710F103,"Fuel Surcharge","Fuel Surcharge",7.43,4.67,3.67,0.00,0.00,3.67,1
1Z3657440346594434,000000365744103,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440346594434,000000365744103,"Fuel Surcharge","Fuel Surcharge",3.10,1.75,1.72,0.00,0.00,1.72,0.03
1Z3657440347267232,000000365744103,"Fuel Surcharge","Fuel Surcharge",2.49,1.44,1.41,0.00,0.00,1.41,0.03
1Z97065R0354691802,00000097065R113,"Fuel Surcharge","Fuel Surcharge",2.21,1.39,1.41,0.00,0.00,1.41,-0.02
1Z10710F0354900900,00000010710F123,"Declared Value","Declared Value",6.50,2.96,3.25,50.00,0.15,3.1,-0.14
1Z10710F0354900900,00000010710F123,"Fuel Surcharge","Fuel Surcharge",2.35,1.48,1.39,0.00,0.00,1.39,0.09
1Z10710F0354586448,00000010710F123,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z10710F0354586448,00000010710F123,"Declared Value","Declared Value",6.50,2.96,3.25,50.00,0.15,3.1,-0.14
1Z10710F0354586448,00000010710F123,"Fuel Surcharge","Fuel Surcharge",3.06,2.02,1.78,0.00,0.00,1.78,0.24
1Z5X44100365347851,0000005X4410123,"Fuel Surcharge","Fuel Surcharge",2.47,1.43,1.39,0.00,0.00,1.39,0.04
1Z3472040374239299,000000347204143,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z3472040374239299,000000347204143,"Fuel Surcharge","Fuel Surcharge",2.45,1.80,1.75,0.00,0.00,1.75,0.05
1Z44R2050300760260,00000009W216153,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z44R2050300760260,00000009W216153,Administration,"THIRD PARTY BILLING SERVICE",1.31,0.55,0.00,100.00,0,0,0.55
1Z44R2050300760260,00000009W216153,"Fuel Surcharge","Fuel Surcharge",3.37,1.91,1.64,0.00,0.00,1.64,0.27
1Z2249770363307012,000000224977173,Handling,"ADDL. HANDLING WEIGHT",31.50,22.05,15.75,50.00,0.03,15.72,6.33
1Z2249770363307012,000000224977173,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z2249770363307012,000000224977173,"Fuel Surcharge","Fuel Surcharge",9.72,6.23,4.43,0.00,0.00,4.43,1.8
1Z3657440346834862,000000365744173,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440346834862,000000365744173,"Fuel Surcharge","Fuel Surcharge",2.99,1.69,1.64,0.00,0.00,1.64,0.05
1Z3657440347991360,000000365744023,"Fuel Surcharge","Fuel Surcharge",2.61,1.51,1.48,0.00,0.00,1.48,0.03
1Z10710F0352605993,00000010710F043,"Declared Value","Declared Value",13.00,6.66,6.50,50.00,0.08,6.42,0.24
1Z10710F0352605993,00000010710F043,"Fuel Surcharge","Fuel Surcharge",2.50,1.45,1.46,0.00,0.00,1.46,-0.01
1Z884W770367183212,000000884W77053,"Fuel Surcharge","Fuel Surcharge",3.89,2.10,1.48,0.00,0.00,1.48,0.62
1Z1789X70378684925,0000001789X7063,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z1789X70378684925,0000001789X7063,"Fuel Surcharge","Fuel Surcharge",2.58,1.73,1.78,0.00,0.00,1.78,-0.05
1Z3657440348261709,000000365744063,"Fuel Surcharge","Fuel Surcharge",3.45,1.97,1.48,0.00,0.00,1.48,0.49
1Z3817790334053403,000000365744063,"Fuel Surcharge","Fuel Surcharge",1.89,1.43,1.48,0.00,0.00,1.48,-0.05
1Z97065R0352863022,00000097065R073,"Fuel Surcharge","Fuel Surcharge",2.04,1.41,1.46,0.00,0.00,1.46,-0.05
