"Tracking Number","Invoice Number","Normalized Charge Code Name","Carrier Charge Code Name","Current Published Rate","Current Net Amount","Proposed Published Rate","Proposed Discount Percentage","Proposed Discount Amount","Proposed Net Amount","Difference ($)"
1Z8799640373369273,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.40,2.05,1.85,0.00,0.00,1.85,0.2
1Z5RX2730351710772,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.75,1.87,1.58,0.00,0.00,1.58,0.29
1Z8799640372323957,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",34.50,34.50,25.88,25.00,0.01,25.87,8.63
1Z8799640372323957,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",10.85,8.91,7.26,0.00,0.00,7.26,1.65
1Z8799640372323957,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z6609020359022041,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.63,2.37,1.73,0.00,0.00,1.73,0.64
1Z3X914A0395470756,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,30.00,25.00,0.01,29.99,11.51
1Z3X914A0395470756,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",16.39,13.88,10.47,0.00,0.00,10.47,3.41
1Z3X914A0395470756,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0395470756,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0395470756,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z2R0E660351731174,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.79,2.47,1.82,0.00,0.00,1.82,0.65
1Z2R0E660351731174,0000003X914A134,"Third Party","THIRD PARTY BILLING SERVICE",1.39,0.91,0.00,100.00,0,0,0.91
1Z3X914A0359726253,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",8.18,5.91,4.37,0.00,0.00,4.37,1.54
1Z3X914A0359726253,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0358414074,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.83,2.01,0.00,0.00,2.01,0.82
1Z3X914A0358414074,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0359258885,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0359258885,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.56,3.91,3.80,0.00,0.00,3.8,0.11
1Z3X914A0358148915,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.08,2.31,2.20,0.00,0.00,2.2,0.11
1Z3X914A0358148915,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0358084127,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.00,2.46,2.15,0.00,0.00,2.15,0.31
1Z3X914A0358084127,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0359792299,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.89,3.01,2.02,0.00,0.00,2.02,0.99
1Z3X914A0359792299,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0390386866,0000003X914A134,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,20.25,25.00,0.01,20.24,8.01
1Z3X914A0390386866,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.54,5.94,0.00,0.00,5.94,1.6
1Z3X914A0390386866,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390386866,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0291287053,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",7.01,4.10,3.80,0.00,0.00,3.8,0.3
1Z3X914A0291287053,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0196743338,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",24.84,12.95,6.67,0.00,0.00,6.67,6.28
1Z3X914A0196743338,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0195089306,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",54.33,27.77,16.63,0.00,0.00,16.63,11.14
1Z3X914A0195089306,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0396921285,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",6.07,3.65,3.29,0.00,0.00,3.29,0.36
1Z3X914A0391095713,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",6.39,4.24,3.44,0.00,0.00,3.44,0.8
1Z3X914A0391095713,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393698827,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",34.50,34.50,25.88,25.00,0.01,25.87,8.63
1Z3X914A0393698827,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",10.89,9.25,7.44,0.00,0.00,7.44,1.81
1Z3X914A0393698827,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0393698827,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0391239675,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.99,4.12,3.54,0.00,0.00,3.54,0.58
1Z3X914A0391239675,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391659819,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.98,2.78,2.32,0.00,0.00,2.32,0.46
1Z3X914A0391659819,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0391627031,0000003X914A134,"Address Correction","Address Correction Ground",21.00,21.00,22.50,0.00,0.00,22.5,-1.5
1Z3X914A0391627031,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.97,2.46,2.15,0.00,0.00,2.15,0.31
1Z3X914A0391627031,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0398319567,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.62,1.87,1.58,0.00,0.00,1.58,0.29
1Z3X914A0394562766,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.86,2.31,2.20,0.00,0.00,2.2,0.11
1Z3X914A0394562766,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0399839235,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,30.00,25.00,0.01,29.99,11.51
1Z3X914A0399839235,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0399839235,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,11.88,0.00,0.00,11.88,2.3
1Z3X914A0399839235,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0396349672,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0396349672,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",9.67,6.71,5.64,0.00,0.00,5.64,1.07
1Z3X914A0397125616,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.96,2.85,2.31,0.00,0.00,2.31,0.54
1Z3X914A0397125616,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0398497188,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.01,2.32,2.20,0.00,0.00,2.2,0.12
1Z3X914A0398497188,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0396212443,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,30.00,25.00,0.01,29.99,11.51
1Z3X914A0396212443,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0396212443,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,11.88,0.00,0.00,11.88,2.3
1Z3X914A0396212443,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0395151252,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,30.00,25.00,0.01,29.99,11.51
1Z3X914A0395151252,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0395151252,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,11.88,0.00,0.00,11.88,2.3
1Z3X914A0395151252,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0395871662,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,30.00,25.00,0.01,29.99,11.51
1Z3X914A0395871662,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0395871662,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,11.88,0.00,0.00,11.88,2.3
1Z3X914A0395871662,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0391749883,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.58,2.87,2.25,0.00,0.00,2.25,0.62
1Z3X914A0395585409,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.67,3.79,2.98,0.00,0.00,2.98,0.81
1Z3X914A0395585409,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393154922,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.77,2.87,2.59,0.00,0.00,2.59,0.28
1Z3X914A0395711165,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",6.91,5.20,3.89,0.00,0.00,3.89,1.31
1Z3X914A0395711165,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0395711165,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0390695139,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.78,3.48,2.74,0.00,0.00,2.74,0.74
1Z3X914A0391595067,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.26,1.68,1.58,0.00,0.00,1.58,0.1
1Z3X914A0399481997,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,30.00,25.00,0.01,29.99,11.51
1Z3X914A0399481997,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.14,14.38,10.86,0.00,0.00,10.86,3.52
1Z3X914A0399481997,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0399481997,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0399481997,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0190228549,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",20.33,10.27,5.37,0.00,0.00,5.37,4.9
1Z3X914A0397909172,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.70,3.93,2.69,0.00,0.00,2.69,1.24
1Z3X914A0397909172,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0397909172,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0397692549,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.61,3.12,2.62,0.00,0.00,2.62,0.5
1Z3X914A0397692549,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395063722,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.36,3.65,2.18,0.00,0.00,2.18,1.47
1Z3X914A0395063722,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,0.00,25.00,0,0,4.9
1Z3X914A0394653499,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",9.08,5.47,4.25,0.00,0.00,4.25,1.22
1Z3X914A0399400789,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",8.78,6.44,4.40,0.00,0.00,4.4,2.04
1Z3X914A0399400789,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0399400789,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0393246083,0000003X914A134,"Address Correction","Address Correction Ground",21.00,21.00,22.50,0.00,0.00,22.5,-1.5
1Z3X914A0393246083,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.72,2.46,2.15,0.00,0.00,2.15,0.31
1Z3X914A0393246083,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0391311872,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.10,4.16,0.00,0.00,4.16,0.94
1Z3X914A0391311872,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0359946211,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.56,3.52,2.18,0.00,0.00,2.18,1.34
1Z3X914A0359946211,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0360687114,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.56,3.52,2.18,0.00,0.00,2.18,1.34
1Z3X914A0360687114,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0360896504,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.93,4.12,3.17,0.00,0.00,3.17,0.95
1Z3X914A0360896504,0000003X914A154,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0360896504,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0360885230,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.08,3.17,2.03,0.00,0.00,2.03,1.14
1Z3X914A0360885230,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z5736070374384204,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",4.73,3.87,2.70,0.00,0.00,2.7,1.17
1Z5736070374384204,0000003X914A154,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z5736070374384204,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1ZA8J7620100131409,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",14.16,8.38,4.83,0.00,0.00,4.83,3.55
1ZA8J7620100131409,0000003X914A154,"Third Party","THIRD PARTY BILLING SERVICE",5.00,2.96,0.00,100.00,0,0,2.96
1ZA8J7620100131409,0000003X914A154,"Residential Fee","Residential Surcharge",6.20,6.20,3.08,50.00,0.16,2.92,3.28
1Z3X914A0360774136,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.08,3.17,2.03,0.00,0.00,2.03,1.14
1Z3X914A0360774136,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z8799640373310914,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",2.79,1.79,1.55,0.00,0.00,1.55,0.24
1Z8799640373620508,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",3.40,2.09,1.82,0.00,0.00,1.82,0.27
1Z8799640373167491,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",2.68,1.78,1.55,0.00,0.00,1.55,0.23
1Z3X914A0359659371,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",3.77,2.95,1.98,0.00,0.00,1.98,0.97
