"Lead Shipment Number","Tracking Number","Account Number","Invoice Number","Invoice Date","Current Carrier Name","Current Normalized Service","Current Carrier Service","Proposed Carrier Name","Proposed Normalized Service","Ship Date",Zone,"Weight UOM","Actual Weight","Original Billed weight","Proposed Billed Weight","DIM UOM",Length,Width,Height,Volume,"Dim Factor","Container Type","From City","From State","From Zip","From Country","To City","To State","To Zip","To Country","Current Published Rate","Current Discount Percent","Current Discount ($)","Proposed Published Rate","Proposed Discount Percent","Proposed Discount ($)","Current Net Freight","Proposed Net Freight","Current Fuel Net Charge","Proposed Fuel Surcharge (%)","Proposed Fuel Amount","Proposed Fuel Discount Percent","Proposed Fuel Discount Amount","Proposed Fuel Net Charge","Fuel Difference($)","Current Other Net Accessorial","Proposed Other Net Accessorial","Accessorial Difference($)","Current Total Cost","Proposed Total Cost",Diff($)
,1Z11WF630302830914,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL COLLECT",FedEx,"Ground Comm(D)",2024-02-27,4,lb,39.00,39.00,39.00,in,20.00,12.00,12.00,"2,880.00",194.00,PKG,RENO,NV,"89506 8930",US,LINDON,UT,84042,US,33.42,38.48,12.86,33.60,65.00,21.84,20.56,11.76,3.29,16.00,1.88,0.00,0.00,1.88,1.41,0,0,0,23.85,13.64,10.21
,1Z1E29E60395161895,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-01-25,8,lb,2.00,7.00,5.00,in,13.00,11.00,6.00,858.00,194.00,PKG,"GLEN BURNIE",MD,21061,US,LINDON,UT,84042,US,20.27,30.54,6.19,19.53,55.00,10.74,14.08,9.95,2.18,15.25,1.52,0.00,0.00,1.52,0.66,0.81,0.00,0.81,17.07,11.47,5.60
,1Z249V6A0313444462,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-02-01,5,lb,1.00,12.00,8.00,in,19.00,9.00,9.00,"1,539.00",194.00,PKG,CATOOSA,OK,74015,US,LINDON,UT,84042,US,17.90,30.00,5.37,17.90,55.00,9.85,12.53,9.95,1.91,15.25,1.52,0.00,0.00,1.52,0.39,0,0,0,14.44,11.47,2.97
,1Z2A921X0345755615,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,14.00,18.00,14.00,in,30.00,9.00,9.00,"2,430.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,26.42,33.50,8.85,22.18,65.00,14.42,17.57,9.95,2.81,16.00,1.59,0.00,0.00,1.59,1.22,16.24,7.25,8.99,36.62,18.79,17.83
,1Z2A921X0346125802,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,13.00,15.00,13.00,in,41.00,7.00,7.00,"2,009.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,23.33,33.48,7.81,20.95,65.00,13.62,15.52,9.95,2.48,16.00,1.59,0.00,0.00,1.59,0.89,13.08,5.8,7.28,31.08,17.34,13.74
,1Z2A921X0346182778,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,38.00,38.00,38.00,in,0.00,0.00,0.00,0.00,194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,47.68,38.51,18.36,47.68,65.00,30.99,29.32,16.69,4.69,16.00,2.67,0.00,0.00,2.67,2.02,77.83,36.25,41.58,111.84,55.61,56.23
,1Z2A921X0347395386,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-22,6,lb,34.00,36.00,34.00,in,61.00,9.00,9.00,"4,941.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,46.42,38.50,17.87,43.80,65.00,28.47,28.55,15.33,9.65,16.00,5.17,0.00,0.00,5.17,4.48,58.09,27.88,30.21,96.29,48.38,47.91
,1Z2A921X0347464391,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-02-22,6,lb,34.00,34.00,34.00,in,61.00,9.00,8.00,"4,392.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,43.80,38.49,16.86,43.80,65.00,28.47,26.94,15.33,9.39,16.00,2.45,0.00,0.00,2.45,6.94,57.99,27.88,30.11,62.57,28.66,33.91
,1Z2A921X0347478859,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-23,6,lb,40.00,40.00,40.00,in,22.00,13.00,13.00,"3,718.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,49.92,38.50,19.22,49.92,65.00,32.45,30.70,17.47,4.91,16.00,2.80,0.00,0.00,2.8,2.11,62.68,29,33.68,98.29,49.27,49.02
,1Z2A921X0347990661,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-23,6,lb,13.00,15.00,13.00,in,41.00,7.00,7.00,"2,009.00",194.00,PKG,CHADWICK,IL,61014,US,LINDON,UT,84042,US,23.33,33.48,7.81,20.95,65.00,13.62,15.52,9.95,2.48,16.00,1.59,0.00,0.00,1.59,0.89,13.08,5.8,7.28,31.08,17.34,13.74
,1Z2R0E660349019154,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-03-22,3,lb,11.00,11.00,11.00,in,12.00,11.00,6.00,792.00,194.00,PKG,WATONGA,OK,"73772 4230",US,CANADIAN,TX,79014,US,15.64,31.59,4.94,15.70,65.00,10.21,10.70,9.95,3.91,15.75,3.80,0.00,0.00,3.8,0.11,15.59,14.15,1.44,30.20,27.90,2.30
,1Z2R0E660350447386,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-02-06,3,lb,4.00,6.00,5.00,in,12.00,11.00,6.00,792.00,194.00,PKG,WATONGA,OK,"73772 4230",US,CANADIAN,TX,79014,US,14.13,24.27,3.43,13.95,55.00,7.67,10.70,9.95,3.85,15.25,3.68,0.00,0.00,3.68,0.17,15.59,14.15,1.44,30.14,27.78,2.36
,1Z2R0E660351731174,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL THIRD PARTY",FedEx,"Ground Comm(D)",2024-03-22,5,lb,11.00,20.00,14.00,in,16.00,13.00,13.00,"2,704.00",194.00,PKG,WATONGA,OK,"73772 4230",US,LINDON,UT,84042,US,24.06,34.79,8.37,19.75,65.00,12.84,15.69,9.95,2.47,15.75,1.57,0.00,0.00,1.57,0.9,0.91,0.00,0.91,19.07,11.52,7.55
,1Z2X40100398637647,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Resi(D)","GROUND RESIDENTIAL COLLECT",FedEx,Home(D),2024-01-26,5,lb,27.00,53.00,38.00,in,26.00,20.00,14.00,"7,280.00",194.00,PKG,TOMBALL,TX,77375,US,HUDSON,CO,80642,US,47.70,33.40,15.93,38.67,65.00,25.14,31.77,13.53,6.99,15.25,3.66,0.00,0.00,3.66,3.33,13.35,10.48,2.87,52.11,27.67,24.44
,1Z38E69R0314297746,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-01-31,5,lb,28.00,39.00,28.00,in,25.00,24.00,9.00,"5,400.00",194.00,PKG,WILLISTON,ND,58801,US,LINDON,UT,84042,US,30.84,20.36,6.28,30.84,65.00,20.05,24.56,10.79,3.74,15.25,1.65,0.00,0.00,1.65,2.09,0,0,0,28.30,12.44,15.86
,1Z3X914A0158293922,00003X914A,0000003X914A114,2024-03-16,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2024-03-11,107,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,194.00,PKG,,,,,WHEELING,WV,26003,US,106.00,44.00,46.64,104.91,72.00,75.54,59.36,29.37,10.98,16.75,5.44,0.00,0.00,5.44,5.54,6.20,3.08,3.12,76.54,37.89,38.65
,1Z3X914A0159170991,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-02-08,108,lb,13.00,15.00,13.00,in,21.00,12.00,8.00,"2,016.00",194.00,PKG,,UT,,,MIAMI,FL,33122,US,233.81,42.68,99.78,233.81,72.00,168.34,134.03,65.47,22.79,17.00,11.13,0.00,0.00,11.13,11.66,0,0,0,156.82,76.60,80.22
,1Z3X914A0159569178,00003X914A,0000003X914A154,2024-04-13,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-04-09,106,lb,20.00,21.00,20.00,in,24.00,12.00,10.00,"2,880.00",194.00,PKG,LINDON,UT,840421677,US,BOERNE,TX,78006,US,237.96,40.32,95.94,237.96,72.00,171.33,142.02,66.63,24.08,16.50,11.65,0.00,0.00,11.65,12.43,7.8,7.8,0,170.05,82.23,87.82
,1Z3X914A0190228549,00003X914A,0000003X914A134,2024-03-30,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-26,104,lb,4.00,6.00,5.00,in,12.00,11.00,6.00,792.00,194.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,119.59,49.50,59.20,105.27,72.00,75.79,60.39,29.48,10.27,17.00,5.01,0.00,0.00,5.01,5.26,0,0,0,70.66,34.49,36.17
,1Z3X914A0190282221,00003X914A,0000003X914A104,2024-03-09,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-03-07,105,lb,28.00,48.00,35.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,VICTORIA,UT,77901,US,LOUISVILLE,KY,40241,US,344.28,29.06,100.05,344.28,72.00,247.88,244.23,96.40,41.52,17.00,16.39,0.00,0.00,16.39,25.13,0,0,0,285.75,112.79,172.96
,1Z3X914A0190686509,00003X914A,0000003X914A144,2024-04-06,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-04-03,106,lb,3.00,9.00,7.00,in,19.00,8.00,8.00,"1,216.00",194.00,PKG,LINDON,UT,84042,US,GARY,IN,46404,US,154.63,49.50,76.54,145.53,72.00,104.78,78.09,40.75,13.28,17.00,6.93,0.00,0.00,6.93,6.35,0,0,0,91.37,47.68,43.69
,1Z3X914A0190724584,00003X914A,0000003X914A084,2024-02-24,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-21,106,lb,82.00,115.00,82.00,in,54.00,21.00,14.00,"15,876.00",194.00,PKG,LINDON,UT,84042,US,KENEDY,TX,78119,US,727.36,24.79,180.32,727.36,72.00,523.70,547.04,203.66,104.46,17.50,43.94,0.00,0.00,43.94,60.52,49.9,47.45,2.45,701.40,295.05,406.35
,1Z3X914A0191356980,00003X914A,0000003X914A094,2024-03-02,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-26,104,lb,14.00,23.00,17.00,in,24.00,13.00,10.00,"3,120.00",194.00,PKG,VICTORIA,TX,77901,US,ODESSA,TX,79765,US,206.83,34.43,71.21,206.83,72.00,148.92,135.62,57.91,23.73,17.50,10.13,0.00,0.00,10.13,13.6,0,0,0,159.35,68.04,91.31
,1Z3X914A0191380739,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,27.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,45.20,126.96,280.90,72.00,202.25,153.94,78.65,26.17,17.00,13.37,0.00,0.00,13.37,12.8,0,0,0,180.11,92.02,88.09
,1Z3X914A0191666145,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,26.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,46.42,130.39,280.90,72.00,202.25,150.51,78.65,25.59,17.00,13.37,0.00,0.00,13.37,12.22,0,0,0,176.10,92.02,84.08
,1Z3X914A0191748333,00003X914A,0000003X914A054,2024-02-03,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2024-01-30,105,lb,18.00,18.00,18.00,in,49.00,6.00,6.00,"1,764.00",194.00,PKG,LINDON,UT,84042,US,WEATHERFORD,TX,76087,US,233.99,44.00,102.96,232.34,72.00,167.28,131.03,65.06,29.27,16.75,12.39,0.00,0.00,12.39,16.88,43.8,40.68,3.12,172.35,86.38,85.97
,1Z3X914A0192245517,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,106,lb,2.00,2.00,2.00,in,7.00,6.00,5.00,210.00,194.00,PKG,LINDON,UT,84042,US,"BATTLE CREEK",MI,49015,US,94.14,44.00,41.42,93.18,72.00,67.09,52.72,26.21,8.96,17.00,4.46,0.00,0.00,4.46,4.5,0,0,0,61.68,30.67,31.01
,1Z3X914A0192347701,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2024-02-06,107,lb,2.00,4.00,3.00,in,10.00,7.00,6.00,420.00,194.00,PKG,LINDON,UT,84042,US,MILLERSBURG,OH,44654,US,122.10,38.55,47.07,122.10,72.00,87.91,75.03,34.19,14.81,17.00,7.33,0.00,0.00,7.33,7.48,12.05,8.93,3.12,101.89,50.45,51.44
,1Z3X914A0192351992,00003X914A,0000003X914A084,2024-02-24,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-21,106,lb,86.00,129.00,92.00,in,54.00,22.00,15.00,"17,820.00",194.00,PKG,LINDON,UT,84042,US,KENEDY,TX,78119,US,785.95,21.92,172.31,785.95,72.00,565.88,613.64,220.07,116.12,17.50,46.82,0.00,0.00,46.82,69.3,49.9,47.45,2.45,779.66,314.34,465.32
,1Z3X914A0192508340,00003X914A,0000003X914A124,2024-03-23,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-20,105,lb,4.00,8.00,6.00,in,61.00,4.00,4.00,976.00,194.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,147.13,49.50,72.83,133.63,72.00,96.21,74.30,37.42,18.42,16.75,12.25,0.00,0.00,12.25,6.17,35.7,35.7,0,128.42,85.37,43.05
,1Z3X914A0192595676,00003X914A,0000003X914A523,2023-12-30,UPS,"1Day AM(D)","NEXT DAY AIR RESIDENTIAL",FedEx,"1Day AM(D)",2023-12-27,105,lb,24.00,29.00,24.00,in,25.00,13.00,12.00,"3,900.00",194.00,PKG,LINDON,UT,84042,US,WATONGA,OK,73772,US,255.09,33.23,84.77,255.09,72.00,183.66,170.32,71.43,28.09,15.25,12.51,0.00,0.00,12.51,15.58,13.9,10.6,3.3,212.31,94.54,117.77
,1Z3X914A0192920359,00003X914A,0000003X914A054,2024-02-03,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-31,103,lb,10.00,21.00,15.00,in,24.00,12.00,10.00,"2,880.00",194.00,PKG,LINDON,UT,84042,US,DOUGLAS,WY,82633,US,100.52,32.24,32.41,100.52,72.00,72.37,68.11,28.15,12.23,16.75,5.13,0.00,0.00,5.13,7.1,4.90,2.45,2.45,85.24,35.73,49.51
,1Z3X914A0193128526,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,27.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,45.20,126.96,280.90,72.00,202.25,153.94,78.65,26.17,17.00,13.37,0.00,0.00,13.37,12.8,0,0,0,180.11,92.02,88.09
,1Z3X914A0193231959,00003X914A,0000003X914A044,2024-01-27,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-19,105,lb,8.00,7.00,8.00,in,10.00,7.00,5.00,350.00,194.00,PKG,LINDON,UT,84042,US,SEMINOLE,TX,79360,US,145.65,45.54,66.33,145.65,72.00,104.87,79.32,40.78,13.47,16.00,6.92,0.00,0.00,6.92,6.55,4.90,2.45,2.45,97.69,50.15,47.54
,1Z3X914A0193707016,00003X914A,0000003X914A104,2024-03-09,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-01,106,lb,5.00,10.00,8.00,in,19.00,9.00,8.00,"1,368.00",194.00,PKG,LINDON,UT,84042,US,SHREVEPORT,LA,71129,US,152.39,42.38,64.59,152.39,72.00,109.72,87.80,42.67,15.37,17.50,7.47,0.00,0.00,7.47,7.9,0,0,0,103.17,50.14,53.03
,1Z3X914A0193817666,00003X914A,0000003X914A094,2024-03-02,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-23,105,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79765,US,113.24,42.92,48.60,113.24,72.00,81.53,64.64,31.71,11.31,17.50,5.55,0.00,0.00,5.55,5.76,0,0,0,75.95,37.26,38.69
,1Z3X914A0194144122,00003X914A,0000003X914A054,2024-02-03,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-30,105,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79707,US,113.24,42.92,48.60,113.24,72.00,81.53,64.64,31.71,10.82,16.75,5.31,0.00,0.00,5.31,5.51,0,0,0,75.46,37.02,38.44
,1Z3X914A0194170022,00003X914A,0000003X914A104,2024-03-09,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-01,104,lb,1.00,4.00,3.00,in,10.00,7.00,6.00,420.00,194.00,PKG,LINDON,UT,84042,US,"SAN FRANCISCO",CA,94124,US,92.17,36.71,33.84,92.17,72.00,66.36,58.33,26.21,10.21,17.50,4.59,0.00,0.00,4.59,5.62,0,0,0,68.54,30.80,37.74
,1Z3X914A0194331189,00003X914A,0000003X914A044,2024-01-27,UPS,"1Day AM(D)","SHIPPING CHARGE CORRECTION NEXT DAY AIR",FedEx,"1Day AM(D)",2024-01-25,102,lb,9.00,22.00,16.00,in,25.00,12.00,10.00,"3,000.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,75.59,33.54,25.35,75.59,72.00,54.42,50.24,26.21,8.82,16.75,4.80,0.00,0.00,4.8,4.02,4.90,2.45,2.45,63.96,33.46,30.50
,1Z3X914A0194528753,00003X914A,0000003X914A064,2024-02-10,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-07,104,lb,28.00,27.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,280.90,45.20,126.96,280.90,72.00,202.25,153.94,78.65,26.17,17.00,13.37,0.00,0.00,13.37,12.8,0,0,0,180.11,92.02,88.09
,1Z3X914A0194790111,00003X914A,0000003X914A084,2024-02-24,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-02-16,107,lb,40.00,61.00,44.00,in,25.00,24.00,14.00,"8,400.00",194.00,PKG,LINDON,UT,84042,US,RIVERVIEW,MI,48193,US,457.70,23.33,106.80,457.70,72.00,329.54,350.90,128.16,60.53,17.25,22.11,0.00,0.00,22.11,38.42,0,0,0,411.43,150.27,261.16
,1Z3X914A0195089306,00003X914A,0000003X914A134,2024-03-30,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-03-25,106,lb,28.00,28.00,28.00,in,24.00,12.00,12.00,"3,456.00",194.00,PKG,LINDON,UT,84042,US,DAYTON,TX,77535,US,315.61,49.50,156.23,312.83,72.00,225.24,159.38,87.59,27.77,17.00,15.56,0.00,0.00,15.56,12.21,3.95,3.95,0,191.10,107.10,84.00
,1Z3X914A0195174606,00003X914A,0000003X914A044,2024-01-27,UPS,"1Day AM(D)","NEXT DAY AIR COMMERCIAL",FedEx,"1Day AM(D)",2024-01-24,106,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,HOUSTON,TX,77032,US,119.65,44.00,52.65,117.36,72.00,84.50,67.00,32.86,10.72,16.75,5.50,0.00,0.00,5.5,5.22,0,0,0,77.72,38.36,39.36
