"Tracking Number","Invoice Number","Normalized Charge Code Name","Carrier Charge Code Name","Current Published Rate","Current Net Amount","Proposed Published Rate","Proposed Discount Percentage","Proposed Discount Amount","Proposed Net Amount","Difference ($)"
1Z3X914A0399839235,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0399839235,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,14.10,0.00,0.00,14.1,0.08
1Z3X914A0399839235,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0396349672,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0396349672,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",9.67,6.71,6.15,0.00,0.00,6.15,0.56
1Z3X914A0397125616,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.96,2.85,2.88,0.00,0.00,2.88,-0.03
1Z3X914A0397125616,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0398497188,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.01,2.32,2.31,0.00,0.00,2.31,0.0099999999999998
1Z3X914A0398497188,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0396212443,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,40.00,0.00,0.00,40,1.5
1Z3X914A0396212443,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0396212443,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,14.10,0.00,0.00,14.1,0.08
1Z3X914A0396212443,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0395151252,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,40.00,0.00,0.00,40,1.5
1Z3X914A0395151252,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0395151252,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,14.10,0.00,0.00,14.1,0.08
1Z3X914A0395151252,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0395871662,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,40.00,0.00,0.00,40,1.5
1Z3X914A0395871662,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0395871662,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,14.10,0.00,0.00,14.1,0.08
1Z3X914A0395871662,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0391749883,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.58,2.87,2.75,0.00,0.00,2.75,0.12
1Z3X914A0395585409,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.67,3.79,3.33,0.00,0.00,3.33,0.46
1Z3X914A0395585409,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393154922,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.77,2.87,2.97,0.00,0.00,2.97,-0.1
1Z3X914A0395711165,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",6.91,5.20,4.97,0.00,0.00,4.97,0.23
1Z3X914A0395711165,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z3X914A0395711165,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0390695139,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.78,3.48,3.15,0.00,0.00,3.15,0.33
1Z3X914A0391595067,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.26,1.68,1.69,0.00,0.00,1.69,-0.01
1Z3X914A0399481997,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,40.00,0.00,0.00,40,1.5
1Z3X914A0399481997,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.14,14.38,13.76,0.00,0.00,13.76,0.62
1Z3X914A0399481997,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z3X914A0399481997,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0399481997,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0190228549,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",20.33,10.27,7.87,0.00,0.00,7.87,2.4
1Z3X914A0397909172,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.70,3.93,3.86,0.00,0.00,3.86,0.07
1Z3X914A0397909172,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z3X914A0397909172,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0397692549,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.61,3.12,3.06,0.00,0.00,3.06,0.06
1Z3X914A0397692549,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395063722,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.36,3.65,2.50,0.00,0.00,2.5,1.15
1Z3X914A0395063722,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,0.00,0.00,0,0,4.9
1Z3X914A0394653499,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",9.08,5.47,4.87,0.00,0.00,4.87,0.6
1Z3X914A0399400789,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",8.78,6.44,5.55,0.00,0.00,5.55,0.89
1Z3X914A0399400789,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z3X914A0399400789,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0393246083,0000003X914A134,"Address Correction","Address Correction Ground",21.00,21.00,22.50,0.00,0.00,22.5,-1.5
1Z3X914A0393246083,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.72,2.46,2.46,0.00,0.00,2.46,0
1Z3X914A0393246083,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0391311872,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.10,4.68,0.00,0.00,4.68,0.42
1Z3X914A0391311872,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0359946211,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.56,3.52,3.00,0.00,0.00,3,0.52
1Z3X914A0359946211,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0360687114,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.56,3.52,3.00,0.00,0.00,3,0.52
1Z3X914A0360687114,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0360896504,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.93,4.12,3.84,0.00,0.00,3.84,0.28
1Z3X914A0360896504,0000003X914A154,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0360896504,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0360885230,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.08,3.17,2.82,0.00,0.00,2.82,0.35
1Z3X914A0360885230,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z5736070374384204,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",4.73,3.87,3.71,0.00,0.00,3.71,0.16
1Z5736070374384204,0000003X914A154,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z5736070374384204,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1ZA8J7620100131409,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",14.16,8.38,6.74,0.00,0.00,6.74,1.64
1ZA8J7620100131409,0000003X914A154,"Third Party","THIRD PARTY BILLING SERVICE",5.00,2.96,0.00,100.00,0,0,2.96
1ZA8J7620100131409,0000003X914A154,"Residential Fee","Residential Surcharge",6.20,6.20,6.15,0.00,0.00,6.15,0.05
1Z3X914A0360774136,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.08,3.17,2.82,0.00,0.00,2.82,0.35
1Z3X914A0360774136,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z8799640373310914,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",2.79,1.79,1.72,0.00,0.00,1.72,0.07
1Z8799640373620508,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",3.40,2.09,2.08,0.00,0.00,2.08,0.0099999999999998
1Z8799640373167491,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",2.68,1.78,1.75,0.00,0.00,1.75,0.03
1Z3X914A0359659371,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",3.77,2.95,2.64,0.00,0.00,2.64,0.31
1Z3X914A0359659371,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
