"Tracking Number","Invoice Number","Normalized Charge Code Name","Carrier Charge Code Name","Current Published Rate","Current Net Amount","Proposed Published Rate","Proposed Discount Percentage","Proposed Discount Amount","Proposed Net Amount","Difference ($)"
1Z5736070356709772,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",2.86,2.31,2.23,0.00,0.00,2.23,0.08
1Z5736070356709772,0000003X914A124,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397527469,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.11,2.89,0.00,0.00,2.89,2.22
1Z3X914A0397527469,0000003X914A124,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398292345,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",8.68,7.40,1.62,0.00,0.00,1.62,5.78
1Z3X914A0393450834,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",3.02,2.46,2.11,0.00,0.00,2.11,0.35
1Z3X914A0393450834,0000003X914A124,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0393228245,0000003X914A124,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,24.38,35.00,0.01,24.37,13.13
1Z3X914A0393228245,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",18.63,13.79,9.26,0.00,0.00,9.26,4.53
1Z3X914A0393228245,0000003X914A124,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0393222858,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",4.22,2.65,1.69,0.00,0.00,1.69,0.96
1Z3X914A0394162724,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",3.43,2.58,2.11,0.00,0.00,2.11,0.47
1Z3X914A0394162724,0000003X914A124,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0393878936,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",2.72,2.46,2.11,0.00,0.00,2.11,0.35
1Z3X914A0393878936,0000003X914A124,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0393258669,0000003X914A124,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0393258669,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",4.85,4.10,3.84,0.00,0.00,3.84,0.26
1Z3X914A0392693904,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",3.59,2.80,2.13,0.00,0.00,2.13,0.67
1Z3X914A0392693904,0000003X914A124,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0399704906,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",3.02,2.46,2.11,0.00,0.00,2.11,0.35
1Z3X914A0399704906,0000003X914A124,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0398862952,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",3.54,2.61,2.23,0.00,0.00,2.23,0.38
1Z3X914A0398862952,0000003X914A124,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398389312,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",3.59,2.69,2.11,0.00,0.00,2.11,0.58
1Z3X914A0398389312,0000003X914A124,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0397886938,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",4.84,3.28,2.23,0.00,0.00,2.23,1.05
1Z3X914A0397886938,0000003X914A124,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397871328,0000003X914A124,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,17.55,35.00,0.02,17.53,10.72
1Z3X914A0397871328,0000003X914A124,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.54,5.54,0.00,0.00,5.54,2
1Z3X914A0397871328,0000003X914A124,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397871328,0000003X914A124,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0393726000,0000003X914A134,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",3.30,2.72,2.13,0.00,0.00,2.13,0.59
1Z3X914A0393726000,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0395008809,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,26.00,35.00,0.01,25.99,15.51
1Z3X914A0395008809,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.14,14.38,8.90,0.00,0.00,8.9,5.48
1Z3X914A0395008809,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,3.71,35.00,0.09,3.62,2.08
1Z3X914A0395008809,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0395008809,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z8799640373369273,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.40,2.05,1.61,0.00,0.00,1.61,0.44
1Z5RX2730351710772,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.75,1.87,1.61,0.00,0.00,1.61,0.26
1Z8799640372323957,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",34.50,34.50,22.43,35.00,0.02,22.41,12.09
1Z8799640372323957,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",10.85,8.91,6.04,0.00,0.00,6.04,2.87
1Z8799640372323957,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z6609020359022041,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.63,2.37,1.61,0.00,0.00,1.61,0.76
1Z3X914A0395470756,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,26.00,35.00,0.01,25.99,15.51
1Z3X914A0395470756,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",16.39,13.88,8.63,0.00,0.00,8.63,5.25
1Z3X914A0395470756,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,3.71,35.00,0.09,3.62,2.08
1Z3X914A0395470756,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0395470756,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z2R0E660351731174,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.79,2.47,1.61,0.00,0.00,1.61,0.86
1Z2R0E660351731174,0000003X914A134,"Third Party","THIRD PARTY BILLING SERVICE",1.39,0.91,0.00,100.00,0,0,0.91
1Z3X914A0359726253,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",8.18,5.91,3.29,0.00,0.00,3.29,2.62
1Z3X914A0359726253,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0358414074,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.83,2.13,0.00,0.00,2.13,0.7
1Z3X914A0358414074,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0359258885,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0359258885,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.56,3.91,3.84,0.00,0.00,3.84,0.07
1Z3X914A0358148915,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.08,2.31,2.23,0.00,0.00,2.23,0.08
1Z3X914A0358148915,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0358084127,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.00,2.46,2.11,0.00,0.00,2.11,0.35
1Z3X914A0358084127,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0359792299,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.89,3.01,2.13,0.00,0.00,2.13,0.88
1Z3X914A0359792299,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0390386866,0000003X914A134,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,17.55,35.00,0.02,17.53,10.72
1Z3X914A0390386866,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.54,5.54,0.00,0.00,5.54,2
1Z3X914A0390386866,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390386866,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0291287053,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",7.01,4.10,3.97,0.00,0.00,3.97,0.13
1Z3X914A0291287053,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0196743338,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",24.84,12.95,6.13,0.00,0.00,6.13,6.82
1Z3X914A0196743338,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0195089306,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",54.33,27.77,15.56,0.00,0.00,15.56,12.21
1Z3X914A0195089306,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0396921285,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",6.07,3.65,2.44,0.00,0.00,2.44,1.21
1Z3X914A0391095713,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",6.39,4.24,2.69,0.00,0.00,2.69,1.55
1Z3X914A0391095713,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393698827,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",34.50,34.50,22.43,35.00,0.02,22.41,12.09
1Z3X914A0393698827,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",10.89,9.25,6.24,0.00,0.00,6.24,3.01
1Z3X914A0393698827,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0393698827,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0391239675,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.99,4.12,3.00,0.00,0.00,3,1.12
1Z3X914A0391239675,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391659819,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.98,2.78,2.11,0.00,0.00,2.11,0.67
1Z3X914A0391659819,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0391627031,0000003X914A134,"Address Correction","Address Correction Ground",21.00,21.00,22.50,0.00,0.00,22.5,-1.5
1Z3X914A0391627031,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.97,2.46,2.11,0.00,0.00,2.11,0.35
1Z3X914A0391627031,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0398319567,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.62,1.87,1.61,0.00,0.00,1.61,0.26
1Z3X914A0394562766,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.86,2.31,2.23,0.00,0.00,2.23,0.08
1Z3X914A0394562766,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0399839235,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,26.00,35.00,0.01,25.99,15.51
1Z3X914A0399839235,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0399839235,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,10.11,0.00,0.00,10.11,4.07
1Z3X914A0399839235,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0396349672,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0396349672,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",9.67,6.71,4.76,0.00,0.00,4.76,1.95
1Z3X914A0397125616,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.96,2.85,2.11,0.00,0.00,2.11,0.74
1Z3X914A0397125616,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0398497188,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",3.01,2.32,2.23,0.00,0.00,2.23,0.09
1Z3X914A0398497188,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0396212443,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,26.00,35.00,0.01,25.99,15.51
1Z3X914A0396212443,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0396212443,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,10.11,0.00,0.00,10.11,4.07
1Z3X914A0396212443,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0395151252,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,26.00,35.00,0.01,25.99,15.51
1Z3X914A0395151252,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0395151252,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,10.11,0.00,0.00,10.11,4.07
1Z3X914A0395151252,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0395871662,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,26.00,35.00,0.01,25.99,15.51
1Z3X914A0395871662,0000003X914A134,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0395871662,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.39,14.18,10.11,0.00,0.00,10.11,4.07
1Z3X914A0395871662,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0391749883,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.58,2.87,1.84,0.00,0.00,1.84,1.03
1Z3X914A0395585409,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.67,3.79,2.23,0.00,0.00,2.23,1.56
1Z3X914A0395585409,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393154922,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.77,2.87,1.92,0.00,0.00,1.92,0.95
1Z3X914A0395711165,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",6.91,5.20,3.07,0.00,0.00,3.07,2.13
1Z3X914A0395711165,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,3.71,35.00,0.09,3.62,2.08
1Z3X914A0395711165,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0390695139,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.78,3.48,1.81,0.00,0.00,1.81,1.67
1Z3X914A0391595067,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.26,1.68,1.61,0.00,0.00,1.61,0.07
1Z3X914A0399481997,0000003X914A134,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,26.00,35.00,0.01,25.99,15.51
1Z3X914A0399481997,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",17.14,14.38,8.90,0.00,0.00,8.9,5.48
1Z3X914A0399481997,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,3.71,35.00,0.09,3.62,2.08
1Z3X914A0399481997,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0399481997,0000003X914A134,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0190228549,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",20.33,10.27,5.01,0.00,0.00,5.01,5.26
1Z3X914A0397909172,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.70,3.93,2.72,0.00,0.00,2.72,1.21
1Z3X914A0397909172,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,3.71,35.00,0.09,3.62,2.08
1Z3X914A0397909172,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0397692549,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",4.61,3.12,2.23,0.00,0.00,2.23,0.89
1Z3X914A0397692549,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395063722,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",5.36,3.65,1.68,0.00,0.00,1.68,1.97
1Z3X914A0395063722,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,0.00,35.00,0,0,4.9
1Z3X914A0394653499,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",9.08,5.47,2.81,0.00,0.00,2.81,2.66
1Z3X914A0399400789,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",8.78,6.44,3.27,0.00,0.00,3.27,3.17
1Z3X914A0399400789,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,3.71,35.00,0.09,3.62,2.08
1Z3X914A0399400789,0000003X914A134,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0393246083,0000003X914A134,"Address Correction","Address Correction Ground",21.00,21.00,22.50,0.00,0.00,22.5,-1.5
1Z3X914A0393246083,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",2.72,2.46,2.11,0.00,0.00,2.11,0.35
1Z3X914A0393246083,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0391311872,0000003X914A134,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.10,3.24,0.00,0.00,3.24,1.86
1Z3X914A0391311872,0000003X914A134,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0359946211,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.56,3.52,2.10,0.00,0.00,2.1,1.42
1Z3X914A0359946211,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0360687114,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.56,3.52,2.10,0.00,0.00,2.1,1.42
1Z3X914A0360687114,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0360896504,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.93,4.12,3.29,0.00,0.00,3.29,0.83
1Z3X914A0360896504,0000003X914A154,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0360896504,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0360885230,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.08,3.17,2.10,0.00,0.00,2.1,1.07
1Z3X914A0360885230,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z5736070374384204,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",4.73,3.87,2.72,0.00,0.00,2.72,1.15
1Z5736070374384204,0000003X914A154,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,3.71,35.00,0.09,3.62,2.08
1Z5736070374384204,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1ZA8J7620100131409,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",14.16,8.38,5.10,0.00,0.00,5.1,3.28
1ZA8J7620100131409,0000003X914A154,"Third Party","THIRD PARTY BILLING SERVICE",5.00,2.96,0.00,100.00,0,0,2.96
1ZA8J7620100131409,0000003X914A154,"Residential Fee","Residential Surcharge",6.20,6.20,3.69,40.00,0.11,3.58,2.62
1Z3X914A0360774136,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",4.08,3.17,2.10,0.00,0.00,2.1,1.07
1Z3X914A0360774136,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z8799640373310914,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",2.79,1.79,1.58,0.00,0.00,1.58,0.21
1Z8799640373620508,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",3.40,2.09,1.58,0.00,0.00,1.58,0.51
1Z8799640373167491,0000003X914A154,"Fuel Surcharge","FUEL SURCHARGE",2.68,1.78,1.58,0.00,0.00,1.58,0.2
1Z3X914A0359659371,0000003X914A154,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",3.77,2.95,2.10,0.00,0.00,2.1,0.85
1Z3X914A0359659371,0000003X914A154,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
